QM9_index n(H) n(C) n(N) n(O) n(F) RI-CCSD(T)/aug-cc-pVTZ RI-MP2/aug-cc-pVQZ RI-MP2/aug-cc-pVTZ CCSD(T)/aug-cc-pVQZ_additive_scheme E(HF/cc-pVDZ) U0(QM9) zpve(QM9) dE_CCSD(T)/aug-cc-pVQZ_additive_scheme dE_HF/cc-pVDZ dE_QM9 dE_0DNN_ls_onQM9 PML_QC_DFT_correction dE_PML_QC_DFT PML_QC_CCSD_correction dE_PML_QC_CCSD
421 7 4 1 1 0 -286.244390 -286.304024 -286.155283 -286.393132 -284.843720 -286.493052 0.108616 -2.062898 -1.419313 -2.064229 -2.062423 -0.001308 -2.063731 -0.001117 -2.063540
422 6 4 0 2 0 -306.123648 -306.197871 -306.041508 -306.280011 -304.699221 -306.397746 0.096641 -1.978452 -1.373040 -1.976503 -1.973974 -0.001577 -1.975551 -0.003726 -1.977699
423 7 4 1 1 0 -286.235890 -286.295340 -286.146840 -286.384391 -284.839635 -286.484904 0.107628 -2.054158 -1.415228 -2.055093 -2.058338 0.003385 -2.054953 0.003021 -2.055317
424 6 4 0 2 0 -306.088957 -306.160638 -306.004520 -306.245074 -304.668206 -306.365166 0.094977 -1.943516 -1.342026 -1.942259 -1.942959 0.000780 -1.942179 0.000016 -1.942943
425 7 4 1 1 0 -286.261727 -286.323687 -286.174871 -286.410543 -284.865885 -286.514923 0.108561 -2.080310 -1.441478 -2.086045 -2.084588 -0.000563 -2.085150 0.002160 -2.082428
426 6 3 2 1 0 -302.271226 -302.343938 -302.187940 -302.427223 -300.834397 -302.535621 0.097893 -1.855535 -1.204698 -1.859259 -1.859889 0.000326 -1.859562 0.002440 -1.857449
427 5 3 1 2 0 -322.149545 -322.236940 -322.073274 -322.313211 -320.688620 -322.439472 0.085902 -1.770198 -1.157148 -1.770674 -1.770162 0.000328 -1.769835 0.000729 -1.769434
428 6 4 0 2 0 -306.098522 -306.172653 -306.016237 -306.254938 -304.672067 -306.368494 0.095379 -1.953379 -1.345887 -1.945989 -1.946820 0.001936 -1.944884 -0.007666 -1.954486
429 5 3 1 2 0 -322.147370 -322.235850 -322.072042 -322.311178 -320.687544 -322.436757 0.084940 -1.768165 -1.156072 -1.766997 -1.769086 0.001396 -1.767691 -0.001944 -1.771031
430 5 3 1 2 0 -322.123875 -322.209778 -322.046065 -322.287589 -320.661185 -322.412936 0.084855 -1.744575 -1.129713 -1.743091 -1.742727 -0.000464 -1.743191 -0.002562 -1.745289
431 4 3 0 3 0 -342.001016 -342.101663 -341.930215 -342.172463 -340.514356 -342.315546 0.072889 -1.658125 -1.081111 -1.653290 -1.651949 -0.000827 -1.652776 -0.005262 -1.657211
432 12 6 0 0 0 -235.537158 -235.551164 -235.424263 -235.664059 -234.184629 -235.696852 0.166462 -2.788165 -2.074022 -2.779406 -2.776588 -0.002497 -2.779085 -0.012459 -2.789046
433 10 5 0 1 0 -271.422859 -271.463584 -271.321534 -271.564909 -270.009202 -271.622539 0.142966 -2.476235 -1.791530 -2.464336 -2.464000 0.000180 -2.463820 -0.013128 -2.477128
434 10 5 0 1 0 -271.415047 -271.453576 -271.311673 -271.556950 -270.004129 -271.620997 0.142555 -2.468276 -1.786457 -2.462383 -2.458927 -0.002851 -2.461778 -0.009471 -2.468398
435 8 4 0 2 0 -307.297873 -307.363000 -307.205935 -307.454937 -305.826544 -307.544728 0.118783 -2.153482 -1.501807 -2.145081 -2.144181 -0.000233 -2.144415 -0.009683 -2.153864
436 8 4 0 2 0 -307.310121 -307.376669 -307.219834 -307.466956 -305.833719 -307.550360 0.119840 -2.165501 -1.508982 -2.151770 -2.151357 0.000509 -2.150848 -0.014775 -2.166132
437 5 3 3 0 0 -281.227411 -281.295774 -281.147569 -281.375616 -279.864110 -281.491976 0.087070 -1.775150 -1.134741 -1.785782 -1.790666 0.005162 -1.785504 0.016756 -1.773910
438 6 5 0 1 0 -269.015235 -269.069365 -268.927995 -269.156605 -267.698703 -269.263802 0.096841 -2.067723 -1.478144 -2.060566 -2.067732 0.005538 -2.062194 -0.001378 -2.069110
439 5 4 1 1 0 -285.066349 -285.136641 -284.987494 -285.215495 -283.713006 -285.335887 0.086150 -1.885159 -1.287156 -1.885144 -1.888824 0.001924 -1.886900 0.003625 -1.885199
440 4 3 2 1 0 -301.105452 -301.187976 -301.032097 -301.261331 -299.720914 -301.395982 0.075083 -1.689539 -1.089772 -1.697356 -1.703521 0.005514 -1.698007 0.014912 -1.688609
441 3 3 1 2 0 -320.955059 -321.049298 -320.885948 -321.118409 -319.544172 -321.271406 0.062716 -1.575292 -1.011256 -1.579968 -1.582829 0.001686 -1.581143 0.008896 -1.573933
442 5 4 1 1 0 -285.042765 -285.109676 -284.961247 -285.191194 -283.688059 -285.311823 0.086685 -1.860857 -1.262208 -1.861615 -1.863877 0.000763 -1.863114 0.002282 -1.861595
443 6 5 0 1 0 -269.022182 -269.077024 -268.935867 -269.163339 -267.705441 -269.271320 0.097695 -2.074458 -1.484882 -2.068938 -2.074470 0.005032 -2.069438 -0.001890 -2.076359
444 5 4 1 1 0 -285.067966 -285.137858 -284.988964 -285.216860 -283.716520 -285.336744 0.086559 -1.886524 -1.290670 -1.886410 -1.892338 0.004029 -1.888310 0.004953 -1.887386
445 7 4 1 1 0 -286.270378 -286.330211 -286.181381 -286.419208 -284.871985 -286.516174 0.110489 -2.088975 -1.447577 -2.089224 -2.090687 0.001941 -2.088746 0.001502 -2.089185
446 5 3 1 2 0 -322.141588 -322.227045 -322.062753 -322.305880 -320.686992 -322.434119 0.086430 -1.762866 -1.155520 -1.765849 -1.768534 0.002674 -1.765860 0.004941 -1.763594
447 5 3 1 2 0 -322.150408 -322.236313 -322.072162 -322.314558 -320.695384 -322.444150 0.086820 -1.771545 -1.163912 -1.776270 -1.776926 0.000687 -1.776239 0.003825 -1.773101
448 8 5 0 1 0 -270.246937 -270.294379 -270.153066 -270.388250 -268.884928 -270.472470 0.120921 -2.299472 -1.665813 -2.292768 -2.296842 0.005105 -2.291737 -0.003816 -2.300658
449 7 4 1 1 0 -286.296878 -286.359254 -286.210235 -286.445897 -284.901645 -286.542391 0.110762 -2.115664 -1.477238 -2.115714 -2.120347 0.004138 -2.116209 0.003446 -2.116901
450 6 4 0 2 0 -306.146748 -306.220894 -306.064444 -306.303197 -304.725387 -306.418503 0.098309 -2.001639 -1.399206 -1.998928 -2.000140 0.000672 -1.999468 -0.001991 -2.002130
451 6 4 0 2 0 -306.114149 -306.186501 -306.030058 -306.270592 -304.694142 -306.386594 0.096958 -1.969034 -1.367962 -1.965668 -1.968895 0.003904 -1.964991 -0.000876 -1.969771
452 4 3 0 3 0 -342.016589 -342.116505 -341.944607 -342.188487 -340.539071 -342.335241 0.074203 -1.674148 -1.105826 -1.674299 -1.676664 -0.000083 -1.676747 -0.000007 -1.676671
453 6 3 2 1 0 -302.334222 -302.410815 -302.253988 -302.491049 -300.908638 -302.599262 0.100038 -1.919361 -1.278939 -1.925045 -1.934130 0.006350 -1.927779 0.012468 -1.921662
454 5 3 1 2 0 -322.184572 -322.273182 -322.108769 -322.348986 -320.733262 -322.476720 0.087482 -1.805972 -1.201790 -1.809502 -1.814804 0.002102 -1.812702 0.005692 -1.809112
455 4 3 0 3 0 -342.032952 -342.133432 -341.961434 -342.204949 -340.556104 -342.352279 0.074926 -1.690610 -1.122859 -1.692060 -1.693697 -0.000946 -1.694643 0.000467 -1.693230
456 10 6 0 0 0 -234.340824 -234.362535 -234.235657 -234.467703 -233.035120 -234.522504 0.144201 -2.591706 -1.923069 -2.583343 -2.584194 0.001459 -2.582734 -0.009478 -2.593672
457 8 5 0 1 0 -270.210412 -270.257098 -270.115028 -270.352482 -268.847434 -270.439280 0.119949 -2.263704 -1.628319 -2.258606 -2.259347 0.000439 -2.258909 -0.005538 -2.264886
458 7 4 1 1 0 -286.267190 -286.327079 -286.177891 -286.416377 -284.870891 -286.516879 0.109278 -2.086144 -1.446484 -2.088718 -2.089594 0.000486 -2.089108 0.002884 -2.086710
459 10 6 0 0 0 -234.337055 -234.358167 -234.231444 -234.463778 -233.030516 -234.516241 0.144419 -2.587780 -1.918465 -2.577298 -2.579590 0.002269 -2.577321 -0.009553 -2.589143
460 7 4 1 1 0 -286.263348 -286.322459 -286.173924 -286.411883 -284.864193 -286.510514 0.109554 -2.081650 -1.439786 -2.082629 -2.082896 0.000691 -2.082205 -0.000186 -2.083082
461 8 5 0 1 0 -270.222823 -270.270557 -270.128895 -270.364485 -268.853578 -270.441325 0.120948 -2.275707 -1.634463 -2.261650 -2.265491 0.004341 -2.261150 -0.010915 -2.276407
462 10 6 0 0 0 -234.337265 -234.358595 -234.231893 -234.463967 -233.030644 -234.516409 0.144442 -2.587969 -1.918593 -2.577489 -2.579718 0.003021 -2.576697 -0.008128 -2.587846
463 7 4 1 1 0 -286.261458 -286.320942 -286.172322 -286.410078 -284.862332 -286.508233 0.109629 -2.079845 -1.437925 -2.080423 -2.081035 0.000267 -2.080768 0.000798 -2.080237
464 8 5 0 1 0 -270.210742 -270.257116 -270.115154 -270.352703 -268.847093 -270.437636 0.120101 -2.263925 -1.627978 -2.257114 -2.259007 0.002292 -2.256715 -0.005583 -2.264590
465 8 5 0 1 0 -270.222256 -270.269886 -270.128247 -270.363895 -268.853195 -270.441145 0.121083 -2.275117 -1.634080 -2.261605 -2.265109 0.003478 -2.261631 -0.011607 -2.276716
466 12 6 0 0 0 -235.566904 -235.581054 -235.454344 -235.693613 -234.215272 -235.723792 0.168121 -2.817719 -2.104664 -2.808005 -2.807230 0.000629 -2.806602 -0.011135 -2.818365
467 10 5 0 1 0 -271.443693 -271.482944 -271.341066 -271.585571 -270.034842 -271.647465 0.144187 -2.496896 -1.817170 -2.490483 -2.489641 0.000347 -2.489293 -0.007352 -2.496993
468 10 5 0 1 0 -271.439390 -271.478784 -271.336808 -271.581367 -270.030591 -271.642927 0.144241 -2.492693 -1.812918 -2.485999 -2.485389 0.000220 -2.485169 -0.008894 -2.494283
469 8 4 0 2 0 -307.319540 -307.384282 -307.227130 -307.476692 -305.853860 -307.569255 0.120486 -2.175237 -1.529123 -2.171311 -2.171498 -0.000040 -2.171538 -0.003780 -2.175278
470 8 4 0 2 0 -307.323355 -307.388068 -307.230852 -307.480571 -305.857562 -307.573371 0.120277 -2.179116 -1.532825 -2.175218 -2.175200 0.000529 -2.174671 -0.003950 -2.179150
471 10 5 0 1 0 -271.452751 -271.493247 -271.351792 -271.594206 -270.038536 -271.648392 0.144785 -2.505531 -1.820864 -2.492008 -2.493334 0.002448 -2.490887 -0.011445 -2.504780
472 8 4 0 2 0 -307.323711 -307.389560 -307.232744 -307.480526 -305.852168 -307.566260 0.120836 -2.179071 -1.527431 -2.168666 -2.169806 0.001162 -2.168644 -0.009026 -2.178832
473 12 6 0 0 0 -235.529781 -235.547116 -235.418428 -235.658469 -234.179625 -235.694216 0.165387 -2.782575 -2.069017 -2.775695 -2.771583 -0.004191 -2.775775 -0.011691 -2.783274
474 10 5 0 1 0 -271.413044 -271.456529 -271.312993 -271.556580 -270.002302 -271.618580 0.141848 -2.467906 -1.784630 -2.459259 -2.457100 -0.001849 -2.458949 -0.012062 -2.469163
475 11 5 1 0 0 -251.540921 -251.569775 -251.434423 -251.676273 -250.155527 -251.727102 0.153308 -2.558923 -1.839627 -2.559686 -2.554274 -0.004304 -2.558578 -0.003493 -2.557767
476 8 4 0 2 0 -307.293731 -307.363762 -307.204865 -307.452628 -305.820691 -307.540766 0.118633 -2.151173 -1.495954 -2.140969 -2.138329 -0.001412 -2.139740 -0.013428 -2.151756
477 6 3 0 3 0 -343.180002 -343.276157 -343.102465 -343.353694 -341.643497 -343.468335 0.096192 -1.839458 -1.211695 -1.828836 -1.823974 -0.003275 -1.827249 -0.017006 -1.840981
478 10 6 0 0 0 -234.294298 -234.319125 -234.192697 -234.420725 -232.982405 -234.474951 0.143756 -2.544728 -1.870355 -2.535345 -2.531479 -0.003714 -2.535193 -0.015170 -2.546650
479 8 5 0 1 0 -270.165622 -270.214942 -270.073544 -270.307020 -268.793691 -270.392444 0.119588 -2.218243 -1.574575 -2.211409 -2.205604 -0.006285 -2.211889 -0.014158 -2.219762
480 8 5 0 1 0 -270.161177 -270.210389 -270.068912 -270.302654 -268.789455 -270.388222 0.119607 -2.213876 -1.570339 -2.207206 -2.201368 -0.007342 -2.208711 -0.015668 -2.217036
481 8 5 0 1 0 -270.175423 -270.224194 -270.083474 -270.316142 -268.800288 -270.401391 0.119394 -2.227365 -1.581173 -2.220162 -2.212202 -0.007110 -2.219311 -0.016613 -2.228814
482 8 5 0 1 0 -270.176125 -270.227324 -270.085613 -270.317836 -268.802501 -270.397623 0.120085 -2.229058 -1.583385 -2.217085 -2.214414 -0.001964 -2.216379 -0.015773 -2.230188
483 6 4 0 2 0 -306.040833 -306.116441 -305.959649 -306.197625 -304.607492 -306.309029 0.095993 -1.896066 -1.281311 -1.887138 -1.882245 -0.004876 -1.887121 -0.014754 -1.896999
484 2 6 0 0 0 -229.333505 nan -229.270300 nan -228.190901 -229.615446 0.046718 nan -1.073078 -1.580986 -1.568437 -0.011600 -1.580037 -0.018034 -1.586470
485 1 5 1 0 0 -245.414860 -245.487900 -245.357899 -245.544861 -244.241408 -245.711897 0.036829 -1.426995 -0.918293 -1.430732 -1.425733 -0.000675 -1.426408 -0.000334 -1.426066
486 0 4 2 0 0 -261.490056 -261.575635 -261.439528 -261.626162 -260.286768 -261.802956 0.027023 -1.266840 -0.758362 -1.275169 -1.277882 0.007123 -1.270759 0.010809 -1.267073
487 6 6 0 0 0 -231.804283 -231.845124 -231.717762 -231.931645 -230.587179 -232.030352 0.093925 -2.055441 -1.472241 -2.042007 -2.050483 0.008028 -2.042455 -0.004640 -2.055124
488 5 5 1 0 0 -247.894593 -247.947376 -247.814354 -248.027616 -246.649312 -248.137789 0.083685 -1.909957 -1.329083 -1.902388 -1.919406 0.016887 -1.902519 0.010877 -1.908529
489 4 4 2 0 0 -263.982732 -264.047465 -263.908801 -264.121396 -262.709016 -264.243028 0.073373 -1.762281 -1.183495 -1.760499 -1.785899 0.024003 -1.761896 0.023104 -1.762795
490 2 5 0 1 0 -266.474756 -266.550435 -266.410287 -266.614904 -265.237385 -266.777425 0.047327 -1.525816 -1.013940 -1.525767 -1.520644 -0.003535 -1.524179 -0.005411 -1.526055
491 1 4 1 1 0 -282.553384 -282.640864 -282.495213 -282.699035 -281.286222 -282.871678 0.037020 -1.368492 -0.857485 -1.372897 -1.376271 0.004647 -1.371624 0.007422 -1.368849
492 2 4 0 2 0 -303.615227 -303.705563 -303.549723 -303.771068 -302.284224 -303.940271 0.047100 -1.469303 -0.955158 -1.470579 -1.473208 0.001695 -1.471513 0.001890 -1.471318
493 5 4 1 1 0 -284.969617 -285.038793 -284.888876 -285.119534 -283.615212 -285.242094 0.083043 -1.789197 -1.189362 -1.788244 -1.791030 0.003375 -1.787655 0.001297 -1.789733
494 4 3 2 1 0 -301.055688 -301.136731 -300.981102 -301.211317 -299.673433 -301.345683 0.072560 -1.639525 -1.042291 -1.644534 -1.656040 0.011853 -1.644187 0.014947 -1.641094
495 6 5 0 1 0 -268.954981 -269.011775 -268.869399 -269.097356 -267.639704 -269.206920 0.093631 -2.008475 -1.419145 -2.000474 -2.008733 0.007268 -2.001465 -0.000834 -2.009567
496 5 4 1 1 0 -285.044574 -285.113275 -284.965309 -285.192541 -283.700962 -285.313674 0.083388 -1.862205 -1.275112 -1.860169 -1.876780 0.016340 -1.860440 0.014610 -1.862170
497 5 4 1 1 0 -285.003642 -285.076074 -284.925674 -285.154042 -283.653435 -285.276634 0.083614 -1.823705 -1.227585 -1.823355 -1.829253 0.006014 -1.823239 0.005232 -1.824021
498 4 3 2 1 0 -301.091651 -301.175939 -301.019903 -301.247687 -299.713888 -301.382062 0.073313 -1.675895 -1.082746 -1.681666 -1.696495 0.015033 -1.681462 0.020692 -1.675803
499 4 4 0 2 0 -304.845717 -304.929785 -304.772164 -305.003337 -303.469220 -305.145002 0.070779 -1.701675 -1.141597 -1.698443 -1.701088 0.003719 -1.697369 -0.000414 -1.701503
500 3 3 1 2 0 -320.930399 -321.026421 -320.863121 -321.093699 -319.525627 -321.247305 0.060309 -1.550581 -0.992712 -1.553460 -1.564285 0.012700 -1.551585 0.014821 -1.549463
501 5 3 1 2 0 -322.122517 -322.207364 -322.042625 -322.287257 -320.671099 -322.421320 0.082446 -1.744243 -1.139627 -1.749066 -1.752641 0.004703 -1.747938 0.006577 -1.746064
502 6 4 0 2 0 -306.106774 -306.179616 -306.022287 -306.264103 -304.693460 -306.384286 0.093635 -1.962545 -1.367280 -1.960037 -1.968213 0.007593 -1.960620 0.005252 -1.962961
503 5 3 1 2 0 -322.157793 -322.246230 -322.080906 -322.323117 -320.710015 -322.456250 0.083436 -1.780104 -1.178543 -1.784986 -1.791557 0.008085 -1.783471 0.012463 -1.779094
504 4 3 0 3 0 -341.998785 -342.098612 -341.926179 -342.171218 -340.525049 -342.324182 0.070248 -1.656879 -1.091804 -1.659285 -1.662642 0.005184 -1.657458 0.006671 -1.655970
505 6 6 0 0 0 -231.825487 -231.868195 -231.742409 -231.951273 -230.606421 -232.063900 0.094213 -2.075069 -1.491484 -2.075843 -2.069726 -0.006741 -2.076467 -0.011571 -2.081296
506 6 6 0 0 0 -231.805725 -231.847614 -231.719828 -231.933510 -230.591038 -232.036378 0.093655 -2.057306 -1.476101 -2.047763 -2.054343 0.006561 -2.047781 -0.002866 -2.057208
507 5 5 1 0 0 -247.895881 -247.949677 -247.816278 -248.029280 -246.652887 -248.143861 0.083392 -1.911621 -1.332658 -1.908167 -1.922981 0.013691 -1.909289 0.010457 -1.912523
508 6 5 0 1 0 -268.961871 -269.019648 -268.877061 -269.104458 -267.649348 -269.218553 0.093413 -2.015577 -1.428790 -2.011889 -2.018377 0.005920 -2.012457 0.000591 -2.017786
509 6 3 2 1 0 -302.289071 -302.363915 -302.206552 -302.446433 -300.864143 -302.567313 0.095665 -1.874745 -1.234444 -1.888723 -1.889634 0.001939 -1.887695 0.013178 -1.876456
510 5 3 1 2 0 -322.138466 -322.225300 -322.060387 -322.303380 -320.686630 -322.442708 0.082782 -1.760366 -1.155158 -1.770790 -1.768172 -0.001728 -1.769900 0.009254 -1.758918
511 6 6 0 0 0 -231.815703 -231.858283 -231.731856 -231.942131 -230.595120 -232.050342 0.094569 -2.065927 -1.480183 -2.062641 -2.058425 -0.003647 -2.062072 -0.009661 -2.068086
512 5 5 1 0 0 -247.899741 -247.954643 -247.822331 -248.032053 -246.650030 -248.151318 0.084479 -1.914394 -1.329801 -1.916711 -1.920124 0.002603 -1.917521 0.002332 -1.917792
513 4 5 0 1 0 -267.689780 -267.758855 -267.617378 -267.831257 -266.406125 -267.963366 0.070848 -1.742272 -1.184124 -1.734683 -1.732270 -0.002692 -1.734962 -0.011312 -1.743582
514 3 4 1 1 0 -283.772824 -283.853727 -283.706754 -283.919797 -282.459815 -284.062954 0.060584 -1.589357 -1.032521 -1.587191 -1.592748 0.004847 -1.587901 0.004076 -1.588673
515 6 5 0 1 0 -268.958507 -269.016400 -268.874256 -269.100651 -267.643315 -269.216495 0.094355 -2.011770 -1.422756 -2.010773 -2.012344 0.001354 -2.010990 -0.001827 -2.014171
516 4 4 0 2 0 -304.832863 -304.917277 -304.759989 -304.990151 -303.455086 -305.129953 0.070660 -1.688489 -1.127462 -1.683275 -1.686954 0.003307 -1.683647 -0.001700 -1.688655
517 10 6 0 0 0 -234.294183 -234.319244 -234.190574 -234.422853 -232.995267 -234.484521 0.141612 -2.546856 -1.883216 -2.542771 -2.544341 0.002330 -2.542011 -0.005849 -2.550190
518 8 5 0 1 0 -270.170013 -270.221765 -270.078012 -270.313766 -268.807845 -270.399280 0.117895 -2.224988 -1.588730 -2.216552 -2.219759 0.003414 -2.216345 -0.006491 -2.226250
519 6 4 0 2 0 -306.045437 -306.123861 -305.965008 -306.204290 -304.620220 -306.313706 0.094180 -1.902732 -1.294040 -1.890002 -1.894973 0.004249 -1.890724 -0.009048 -1.904021
520 9 4 1 1 0 -287.446189 -287.498493 -287.347447 -287.597235 -286.007940 -287.683128 0.129694 -2.267105 -1.584976 -2.274837 -2.269527 -0.002978 -2.272505 0.004347 -2.265180
521 8 5 0 1 0 -270.177065 -270.228818 -270.085105 -270.320778 -268.816057 -270.405973 0.117711 -2.232000 -1.596942 -2.223061 -2.227971 0.004266 -2.223704 -0.006535 -2.234506
522 10 6 0 0 0 -234.294977 -234.319956 -234.191195 -234.423738 -232.995767 -234.485640 0.141123 -2.547740 -1.883717 -2.543401 -2.544841 0.002015 -2.542826 -0.006381 -2.551222
523 8 5 0 1 0 -270.156032 -270.206175 -270.062446 -270.299761 -268.797117 -270.392759 0.117121 -2.210983 -1.578001 -2.209257 -2.209030 -0.000154 -2.209185 -0.003199 -2.212229
524 9 4 1 1 0 -287.451339 -287.503544 -287.352502 -287.602381 -286.015085 -287.689262 0.129432 -2.272251 -1.592121 -2.280709 -2.276672 -0.003191 -2.279863 0.003252 -2.273420
525 10 6 0 0 0 -234.288469 -234.312531 -234.183908 -234.417093 -232.986605 -234.474613 0.141225 -2.541095 -1.874554 -2.532476 -2.535679 0.003744 -2.531934 -0.006567 -2.542246
526 9 5 1 0 0 -250.380553 -250.416472 -250.282286 -250.514740 -249.050535 -250.583643 0.131110 -2.397287 -1.733193 -2.394575 -2.406398 0.012350 -2.394049 0.007292 -2.399106
527 8 4 2 0 0 -266.393813 -266.442428 -266.300887 -266.535354 -265.029651 -266.616319 0.119718 -2.176446 -1.507017 -2.179043 -2.192303 0.013156 -2.179147 0.013224 -2.179078
528 8 5 0 1 0 -270.153318 -270.202513 -270.058820 -270.297011 -268.792590 -270.386138 0.117010 -2.208233 -1.573474 -2.202525 -2.204503 0.001286 -2.203217 -0.003651 -2.208154
529 7 4 1 1 0 -286.242189 -286.303297 -286.153924 -286.391562 -284.853730 -286.492223 0.106754 -2.061329 -1.429322 -2.061538 -2.072432 0.010258 -2.062174 0.009309 -2.063123
530 8 5 0 1 0 -270.155347 -270.204797 -270.061156 -270.298987 -268.795499 -270.387395 0.117433 -2.210209 -1.576383 -2.204205 -2.207412 0.003131 -2.204282 -0.004524 -2.211936
531 7 4 1 1 0 -286.246414 -286.307717 -286.158523 -286.395608 -284.858275 -286.495416 0.107193 -2.065375 -1.433868 -2.065170 -2.076978 0.011900 -2.065078 0.010971 -2.066006
532 8 5 0 1 0 -270.169575 -270.220323 -270.076784 -270.313114 -268.805308 -270.393902 0.117709 -2.224336 -1.586193 -2.210988 -2.217222 0.005961 -2.211261 -0.007031 -2.224252
533 7 4 1 1 0 -286.261006 -286.323606 -286.174509 -286.410104 -284.868679 -286.502445 0.107556 -2.079870 -1.444271 -2.072562 -2.087381 0.014603 -2.072778 0.006006 -2.081375
534 10 5 0 1 0 -271.440336 -271.480456 -271.336814 -271.583978 -270.040436 -271.652242 0.141084 -2.495303 -1.822764 -2.492157 -2.495234 0.003121 -2.492113 -0.002542 -2.497777
535 9 4 1 1 0 -287.492652 -287.548394 -287.396926 -287.644121 -286.057317 -287.724713 0.131133 -2.313991 -1.634353 -2.317861 -2.318904 0.002212 -2.316692 0.003504 -2.315400
536 8 4 0 2 0 -307.337550 -307.404816 -307.246152 -307.496213 -305.876667 -307.596472 0.118294 -2.194758 -1.551930 -2.196336 -2.194304 0.000017 -2.194287 -0.000916 -2.195220
537 8 4 0 2 0 -307.308775 -307.373897 -307.215237 -307.467435 -305.851451 -307.567279 0.116650 -2.165980 -1.526714 -2.165499 -2.169089 0.003454 -2.165635 0.001746 -2.167343
538 8 4 0 2 0 -307.305709 -307.371108 -307.212494 -307.464324 -305.847048 -307.563525 0.117214 -2.162869 -1.522310 -2.162309 -2.164685 0.003025 -2.161660 0.000368 -2.164317
539 8 4 0 2 0 -307.321894 -307.388705 -307.230171 -307.480428 -305.859606 -307.571937 0.117582 -2.178972 -1.534869 -2.171089 -2.177244 0.005836 -2.171408 -0.001852 -2.179096
540 7 3 1 2 0 -323.376868 -323.459532 -323.293123 -323.543277 -321.879500 -323.647099 0.108023 -2.000366 -1.349471 -1.999876 -2.003927 0.004731 -1.999196 0.002371 -2.001556
541 7 3 1 2 0 -323.344445 -323.423201 -323.257598 -323.510048 -321.843991 -323.614890 0.107385 -1.967138 -1.313963 -1.967029 -1.968418 0.001742 -1.966676 0.000801 -1.967617
542 6 3 0 3 0 -343.220973 -343.314680 -343.141339 -343.394314 -341.697396 -343.517848 0.095121 -1.880078 -1.265594 -1.877278 -1.877873 0.001755 -1.876119 -0.002027 -1.879900
543 14 6 0 0 0 nan -236.778601 nan nan -235.384755 -236.917873 0.188559 nan -2.275590 -3.021978 -3.019598 -0.001617 -3.021215 -0.007364 -3.026962
